0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
0 18.5429
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
30 203.886
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
60 310.421
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
90 494.484
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
120 504.108
